# Generated by Tobias Borsdorff <t.borsdorff@sron.nl> on Mon Mar  2 11:55:58 2015
# Level-2 format version: 1.0
# Level-1b product: /SCIA/LV1_01/Y/SCI_NL__1PYDPA20031119_193603_000061022021_00429_09000_0000.N1                                                                                                                                                                                                                                                                                                                                   
# Sensing start:   1418.81670361
# Sensing stop:   1418.88733534
# Orbit:  9000
# SICOR version: 1.0
# SCIAMACHY channel: 8
# Window (pixels):  394 -  620
# Window (nm): 2310.68 - 2338.51
# Pixel mask version: todo
# Cloud mask version: todo
#    lon0        lat0        lon1        lat1        lon2        lat2        lon3        lat3      lon_cent    lat_cent    dsr_time  int_time   sza    lza     H2O         HDO         N2O         CO          CH4         H2O_err     HDO_err     N2O_err     CO_err      CH4_err  red.chisq   dof eflag albedo   cl_fr mean_elev  st  px bs
#
 -173.260771  -53.139919 -173.379039  -53.357873 -174.879668  -52.838776 -175.008882  -53.061404 -174.134751  -53.102272  1418.86202550 0.500  45.48 -11.81  1.2807E+22  7.2129E+18   0.000      4.7044E+17  2.3361E+19  2.0765E+20  1.5613E+18   0.000      1.9247E+17  9.8631E+16   6.166      152  1   1.435      1.00      0.00  18  86 0 
 -174.879668  -52.838776 -175.008882  -53.061404 -176.617852  -52.480131 -176.762049  -52.712511 -175.820480  -52.776426  1418.86203128 0.500  46.09 -20.46  1.2161E+22  7.4562E+18   0.000      4.7790E+17  2.3876E+19  1.9967E+20  1.5216E+18   0.000      1.8789E+17  9.8658E+16   5.805      152  1   1.452      1.00      0.00  18  87 0 
 -176.617852  -52.480131 -176.762049  -52.712511 -178.539595  -52.039302 -178.704441  -52.287467 -177.660509  -52.383814  1418.86203707 0.500  46.77 -29.23  1.8441E+22  6.6359E+18   0.000      3.1349E+17  2.5990E+19  4.7579E+20  2.7713E+18   0.000      3.4288E+17  1.9312E+17   1.970      152  1  0.7496      0.75      0.00  18  88 0 
 -164.334311  -54.624266 -164.423217  -54.893893 -166.553478  -54.399887 -166.648196  -54.646454 -165.492878  -54.646217  1418.86205443 0.500  42.82  31.49  1.1995E+22  7.7399E+18   0.000      1.3542E+17  2.7476E+19  3.9484E+20  2.9872E+18   0.000      3.5906E+17  2.0525E+17   2.073      152  1  0.6801      1.00      0.00  18  91 0 
 -166.553478  -54.399887 -166.648196  -54.646454 -168.480074  -54.170973 -168.579739  -54.402198 -167.568012  -54.408729  1418.86206022 0.500  43.46  22.70  2.3182E+22  1.9208E+19   0.000      8.6749E+16  2.6907E+19  8.9440E+20  4.8117E+18   0.000      5.6959E+17  3.1978E+17   1.701      152  1  0.4405      0.69      0.00  18  92 0 
 -168.480074  -54.170973 -168.579739  -54.402198 -170.203837  -53.938162 -170.308768  -54.160154 -169.395441  -54.170968  1418.86206601 0.500  44.04  14.01  1.7218E+22  8.4268E+18   0.000      8.9577E+17  2.6099E+19  2.9616E+20  1.8746E+18   0.000      2.3206E+17  1.2444E+17   3.296      152  1   1.178      1.00      0.00  18  93 0 
 -170.203837  -53.938162 -170.308768  -54.160154 -171.823175  -53.693478 -171.934531  -53.911174 -171.069833  -53.928487  1418.86207179 0.500  44.60   5.40  8.8127E+21  6.0791E+18   0.000      4.6827E+17  2.1969E+19  1.4312E+20  1.3249E+18   0.000      1.6218E+17  8.1062E+16   6.482      152  1   1.709      1.00      0.00  18  94 0 
 -171.823175  -53.693478 -171.934531  -53.911174 -173.415064  -53.426292 -173.534755  -53.644147 -172.679261  -53.671438  1418.86207758 0.500  45.14  -3.21  7.8941E+21  4.1543E+18   0.000      4.2850E+17  2.0855E+19  1.4190E+20  1.3863E+18   0.000      1.7067E+17  8.3376E+16   6.141      152  1   1.619      1.00      0.00  18  95 0 
 -173.415064  -53.426292 -173.534755  -53.644147 -175.043839  -53.123438 -175.174628  -53.345939 -174.294793  -53.387759  1418.86208337 0.500  45.70 -11.81  1.1378E+22  6.0612E+18   0.000      6.7093E+17  2.2459E+19  2.0315E+20  1.6279E+18   0.000      2.0271E+17  1.0147E+17   5.068      152  1   1.365      1.00      0.00  18  96 0 
 -175.043839  -53.123438 -175.174628  -53.345939 -176.792429  -52.762648 -176.938398  -52.994862 -175.990767  -53.059973  1418.86208915 0.500  46.30 -20.46  1.7033E+22  9.5923E+18   0.000      7.6120E+17  2.5759E+19  2.8730E+20  1.8074E+18   0.000      2.2527E+17  1.2136E+17   4.928      152  1   1.223      1.00      0.00  18  97 0 
 -176.792429  -52.762648 -176.938398  -52.994862 -178.725087  -52.319132 -178.891966  -52.567079 -177.841596  -52.664927  1418.86209494 0.500  46.98 -29.23  1.4741E+22  7.2552E+18   0.000      3.0425E+17  2.4221E+19  5.7178E+20  3.7636E+18   0.000      4.6574E+17  2.5546E+17   1.713      152  1  0.5400      0.62      0.00  18  98 0 
 -164.426585  -54.916147 -164.516302  -55.185791 -166.662562  -54.691025 -166.758261  -54.937578 -165.594072  -54.937786  1418.86211230 0.500  43.05  31.49  1.4362E+22  5.6997E+18   0.000      2.3479E+17  2.8518E+19  4.4617E+20  3.0594E+18   0.000      3.7109E+17  2.1317E+17   1.971      152  1  0.6681      1.00      0.00  18 101 0 
 -166.662562  -54.691025 -166.758261  -54.937578 -168.602276  -54.461244 -168.703046  -54.692437 -167.684233  -54.699461  1418.86211809 0.500  43.69  22.70  2.9744E+22  1.3136E+19   0.000      1.8719E+18  3.0052E+19  1.1357E+21  5.2147E+18   0.000      6.6545E+17  3.7380E+17   1.421      152  1  0.4055      0.69      0.00  18 102 0 
 -168.602276  -54.461244 -168.703046  -54.692437 -170.338711  -54.227189 -170.444858  -54.449124 -169.524614  -54.460630  1418.86212388 0.500  44.27  14.01  1.7246E+22  1.0951E+19   0.000      5.9352E+17  2.6090E+19  2.4577E+20  1.5652E+18   0.000      1.9056E+17  1.0296E+17   5.150      152  1   1.446      1.00      0.00  18 103 0 
 -170.338711  -54.227189 -170.444858  -54.449124 -171.968463  -53.981278 -172.081145  -54.198898 -171.210600  -54.216894  1418.86212966 0.500  44.82   5.40  9.3615E+21  8.0993E+18   0.000      3.4650E+17  2.2325E+19  1.5258E+20  1.3678E+18   0.000      1.6621E+17  8.4151E+16   6.613      152  1   1.661      1.00      0.00  18 104 0 
 -171.968463  -53.981278 -172.081145  -54.198898 -173.570732  -53.712580 -173.691877  -53.930335 -172.830489  -53.958465  1418.86213545 0.500  45.37  -3.21  6.3328E+21  7.5374E+18   0.000      5.3551E+17  2.0084E+19  1.2082E+20  1.3081E+18   0.000      1.6063E+17  7.7373E+16   6.942      152  1   1.732      1.00      0.00  18 105 0 
 -173.570732  -53.712580 -173.691877  -53.930335 -175.209991  -53.407895 -175.342392  -53.630265 -174.456533  -53.673102  1418.86214124 0.500  45.93 -11.81  1.1292E+22  9.5918E+18   0.000      8.0623E+17  2.1925E+19  1.8682E+20  1.5046E+18   0.000      1.8694E+17  9.2639E+16   5.398      152  1   1.495      1.00      0.00  18 106 0 
 -175.209991  -53.407895 -175.342392  -53.630265 -176.969129  -53.044922 -177.116911  -53.276967 -176.163128  -53.343294  1418.86214702 0.500  46.52 -20.46  1.8253E+22  9.5846E+18   0.000      1.0184E+18  2.6201E+19  3.2708E+20  1.9736E+18   0.000      2.4876E+17  1.3376E+17   3.605      152  1   1.117      1.00      0.00  18 107 0 
 -176.969129  -53.044922 -177.116911  -53.276967 -178.913144  -52.598599 -179.082104  -52.846325 -178.025054  -52.945737  1418.86215281 0.500  47.20 -29.23  2.5666E+22  8.4748E+18   0.000      8.0162E+17  2.8713E+19  6.1422E+20  2.9654E+18   0.000      3.7303E+17  2.1838E+17   2.162      152  1  0.7108      0.81      0.00  18 108 0 
 -164.521524  -55.207788 -164.612080  -55.477427 -166.773069  -54.982053 -166.869776  -55.228588 -165.697322  -55.229168  1418.86217017 0.500  43.28  31.49  2.2817E+22  1.5684E+19   0.000      4.5814E+17  3.0838E+19  1.9122E+21  1.0042E+19   0.000      1.2086E+18  7.3533E+17   1.145      152  1  0.2015      0.12      0.00  18 111 0 
 -166.773069  -54.982053 -166.869776  -55.228588 -168.726615  -54.751305 -168.828520  -54.982459 -167.802252  -54.990034  1418.86217596 0.500  43.92  22.70  2.9630E+22  1.4893E+19   0.000      1.1321E+18  3.1687E+19  1.3328E+21  6.1223E+18   0.000      7.5897E+17  4.5085E+17   1.537      152  1  0.3469      0.69      0.00  18 112 0 
 -168.726615  -54.751305 -168.828520  -54.982459 -170.474893  -54.516132 -170.582286  -54.738010 -169.655524  -54.750139  1418.86218175 0.500  44.50  14.01  1.5353E+22  1.2806E+19   0.000      9.1756E+17  2.5473E+19  2.2943E+20  1.5679E+18   0.000      1.9290E+17  1.0130E+17   5.429      152  1   1.450      1.00      0.00  18 113 0 
 -170.474893  -54.516132 -170.582286  -54.738010 -172.115933  -54.268846 -172.229976  -54.486386 -171.353132  -54.505144  1418.86218753 0.500  45.05   5.40  1.0483E+22  8.8214E+18   0.000      7.0853E+17  2.2812E+19  1.5888E+20  1.3425E+18   0.000      1.6509E+17  8.3277E+16   6.303      152  1   1.706      1.00      0.00  18 114 0 
 -172.115933  -54.268846 -172.229976  -54.486386 -173.728509  -53.998646 -173.851143  -54.216296 -172.983880  -54.245262  1418.86219332 0.500  45.59  -3.21  7.7324E+21  6.7651E+18   0.000      3.7424E+17  2.0618E+19  1.4825E+20  1.4628E+18   0.000      1.7912E+17  8.7501E+16   5.490      152  1   1.536      1.00      0.00  18 115 0 
 -173.728509  -53.998646 -173.851143  -54.216296 -175.378414  -53.692090 -175.512465  -53.914326 -174.620483  -53.958201  1418.86219911 0.500  46.15 -11.81  7.6958E+21  5.5914E+18   0.000      3.6050E+17  2.0049E+19  1.4829E+20  1.4560E+18   0.000      1.7915E+17  8.6655E+16   5.916      152  1   1.530      1.00      0.00  18 116 0 
 -175.378414  -53.692090 -175.512465  -53.914326 -177.147733  -53.327013 -177.297365  -53.558882 -176.337594  -53.626388  1418.86220489 0.500  46.75 -20.46  1.3761E+22  6.6820E+18   0.000      3.3104E+17  2.3971E+19  2.4974E+20  1.7582E+18   0.000      2.1663E+17  1.1504E+17   3.476      152  1   1.246      1.00      0.00  18 117 0 
 -177.147733  -53.327013 -177.297365  -53.558882 -179.102899  -52.877934 -179.273976  -53.125428 -178.210332  -53.226383  1418.86221068 0.500  47.42 -29.23  3.4559E+22  8.6849E+18   0.000      2.2541E+17  3.1468E+19  6.3642E+20  2.6348E+18   0.000      3.2397E+17  2.0216E+17   1.739      152  1  0.8206      0.88      0.00  18 118 0 
 -164.615125  -55.499604 -164.706533  -55.769263 -166.884121  -55.273082 -166.981859  -55.519603 -165.800190  -55.520653  1418.86222804 0.500  43.52  31.50  1.5514E+22  9.2107E+18   0.000      7.3538E+17  3.0146E+19  7.5960E+20  4.8969E+18   0.000      6.0173E+17  3.5699E+17   1.559      152  1  0.4130      0.62      0.00  18 121 0 
 -166.884121  -55.273082 -166.981859  -55.519603 -168.852079  -55.041304 -168.955146  -55.272420 -167.921121  -55.280578  1418.86223383 0.500  44.15  22.70  2.9578E+22  9.3572E+18   0.000      9.7180E+17  3.1079E+19  1.4868E+21  6.7830E+18   0.000      8.4318E+17  4.9925E+17   1.111      152  1  0.3095      0.31      0.00  18 122 0 
 -168.852079  -55.041304 -168.955146  -55.272420 -170.612662  -54.804950 -170.721331  -55.026768 -169.787806  -55.039557  1418.86223962 0.500  44.73  14.01  1.1324E+22  8.1039E+18   0.000      3.1539E+17  2.3755E+19  1.8324E+20  1.4780E+18   0.000      1.7903E+17  9.3033E+16   5.133      152  1   1.526      1.00      0.00  18 123 0 
 -170.612662  -54.804950 -170.721331  -55.026768 -172.264934  -54.556303 -172.380369  -54.773762 -171.497239  -54.793275  1418.86224540 0.500  45.28   5.40  8.7911E+21  6.8164E+18   0.000      4.9769E+17  2.2019E+19  1.4009E+20  1.2888E+18   0.000      1.5757E+17  7.9209E+16   7.152      152  1   1.773      1.00      0.00  18 124 0 
 -172.264934  -54.556303 -172.380369  -54.773762 -173.888208  -54.284529 -174.012367  -54.502072 -173.139018  -54.531912  1418.86225119 0.500  45.82  -3.21  1.1083E+22  1.1439E+19   0.000      5.0074E+17  2.1917E+19  1.8823E+20  1.5393E+18   0.000      1.8798E+17  9.4171E+16   4.968      152  1   1.476      1.00      0.00  18 125 0 
 -173.888208  -54.284529 -174.012367  -54.502072 -175.548424  -53.976174 -175.684160  -54.198271 -174.786205  -54.243150  1418.86225698 0.500  46.37 -11.81  6.0372E+21  5.0306E+18   0.000      3.7949E+17  1.9061E+19  1.3697E+20  1.5053E+18   0.000      1.8564E+17  8.7981E+16   5.425      152  1   1.469      1.00      0.00  18 126 0 
 -175.548424  -53.976174 -175.684160  -54.198271 -177.329090  -53.608727 -177.480620  -53.840417 -176.514260  -53.909240  1418.86226277 0.500  46.97 -20.46  1.5965E+22  9.9895E+18   0.000      5.3937E+17  2.5249E+19  2.7757E+20  1.8007E+18   0.000      2.2259E+17  1.2021E+17   4.358      152  1   1.231      1.00      0.00  18 127 0 
 -177.329090  -53.608727 -177.480620  -53.840417 -179.295628  -53.156814 -179.468878  -53.404075 -178.398503  -53.506613  1418.86226855 0.500  47.64 -29.23  3.0832E+22  1.3973E+19   0.000      5.9975E+17  2.9913E+19  4.3824E+20  1.9466E+18   0.000      2.4017E+17  1.4399E+17   3.154      152  1   1.138      1.00      0.00  18 128 0 
 -165.940365  -59.251678 -166.045196  -59.521157 -168.431439  -59.015855 -168.545200  -59.262059 -167.244875  -59.268667  1418.86297371 0.500  46.57  31.52  5.5902E+21  1.3643E+18   0.000     -1.9413E+16  2.2895E+19  2.3783E+20  2.5457E+18   0.000      3.0428E+17  1.6301E+17   2.911      152  1  0.8132      0.75      0.00  19   1 0 
 -168.431439  -59.015855 -168.545200  -59.262059 -170.605876  -58.768757 -170.726930  -58.999213 -169.581192  -59.016052  1418.86297950 0.500  47.18  22.72  1.4605E+22  9.2285E+18   0.000      6.0890E+17  2.6249E+19  2.4148E+20  1.6200E+18   0.000      1.9572E+17  1.0869E+17   4.666      152  1   1.405      1.00      0.00  19   2 0 
 -170.605876  -58.768757 -170.726930  -58.999213 -172.545027  -58.514617 -172.673371  -58.735449 -171.641216  -58.758175  1418.86298529 0.500  47.73  14.03  1.3279E+22  6.5644E+18   0.000      6.7230E+17  2.4774E+19  1.5193E+20  1.0827E+18   0.000      1.3121E+17  7.0872E+16   8.284      152  1   2.215      1.00      0.00  19   3 0 
 -172.545027  -58.514617 -172.673371  -58.735449 -174.359380  -58.245760 -174.496199  -58.461887 -173.521798  -58.492659  1418.86299107 0.500  48.25   5.42  2.0009E+22  1.1526E+19   0.000      1.0813E+17  2.5846E+19  2.6051E+20  1.4846E+18   0.000      1.7648E+17  9.8096E+16   6.083      152  1   1.609      1.00      0.00  19   4 0 
 -174.359380  -58.245760 -174.496199  -58.461887 -176.136798  -57.950707 -176.284286  -58.166527 -175.322654  -58.209344  1418.86299686 0.500  48.77  -3.19  3.3806E+21  4.6386E+18   0.000      3.4315E+17  1.6667E+19  1.7782E+20  2.3991E+18   0.000      2.9688E+17  1.2935E+17   3.003      152  1  0.9247      1.00      0.00  19   5 0 
 -176.136798  -57.950707 -176.284286  -58.166527 -177.947231  -57.615371 -178.108657  -57.835266 -177.123220  -57.895235  1418.86300265 0.500  49.30 -11.79  5.9446E+21  6.5180E+18   0.000      5.4850E+17  1.8765E+19  1.9296E+20  2.1212E+18   0.000      2.6424E+17  1.2155E+17   3.463      152  1   1.056      1.00      0.00  19   6 0 
 -177.947231  -57.615371 -178.108657  -57.835266 -179.881642  -57.215124  179.938103  -57.443988 -179.004867  -57.531199  1418.86300843 0.500  49.88 -20.45  7.1493E+21  6.0086E+18   0.000      2.9817E+17  1.8880E+19  1.7341E+20  1.7163E+18   0.000      2.1134E+17  1.0160E+17   4.484      152  1   1.295      1.00      0.00  19   7 0 
 -179.881642  -57.215124  179.938103  -57.443988  177.986643  -56.721033  177.780634  -56.964661  178.949205  -57.090815  1418.86301422 0.500  50.52 -29.22  1.2698E+22  7.7577E+18   0.000      3.9415E+17  2.2039E+19  2.3055E+20  1.6359E+18   0.000      2.0207E+17  1.0574E+17   4.296      152  1   1.349      1.00      0.00  19   8 0 
 -166.046671  -59.542886 -166.152741  -59.812390 -168.567745  -59.305022 -168.683021  -59.551140 -167.367012  -59.558950  1418.86303158 0.500  46.81  31.50  1.0919E+22  9.4494E+18   0.000      9.2091E+17  2.7191E+19  5.4948E+20  4.2076E+18   0.000      5.1641E+17  2.9090E+17   1.518      152  1  0.4976      0.44      0.00  19  11 0 
 -168.567745  -59.305022 -168.683021  -59.551140 -170.758908  -59.056586 -170.881650  -59.286947 -169.726757  -59.304550  1418.86303737 0.500  47.42  22.70  1.4053E+22  8.3405E+18   0.000      4.7567E+17  2.6085E+19  2.2827E+20  1.5654E+18   0.000      1.8824E+17  1.0448E+17   5.422      152  1   1.462      1.00      0.00  19  12 0 
 -170.758908  -59.056586 -170.881650  -59.286947 -172.713011  -58.800850 -172.843194  -59.021570 -171.802693  -59.045191  1418.86304316 0.500  47.97  14.01  1.0884E+22  8.9635E+18   0.000      8.2004E+17  2.3587E+19  1.3874E+20  1.1065E+18   0.000      1.3436E+17  7.0510E+16   7.757      152  1   2.167      1.00      0.00  19  13 0 
 -172.713011  -58.800850 -172.843194  -59.021570 -174.541807  -58.530048 -174.680623  -58.746040 -173.698051  -58.777893  1418.86304894 0.500  48.49   5.40  1.6561E+22  9.1253E+18   0.000      5.2443E+17  2.5439E+19  2.2340E+20  1.4089E+18   0.000      1.7071E+17  9.2607E+16   6.247      152  1   1.696      1.00      0.00  19  14 0 
 -174.541807  -58.530048 -174.680623  -58.746040 -176.332227  -58.232909 -176.481887  -58.448568 -175.512714  -58.492546  1418.86305473 0.500  49.01  -3.21  3.4509E+21  4.9385E+18   0.000     -3.3956E+17  1.6419E+19  2.0832E+20  2.8326E+18   0.000      3.4291E+17  1.4893E+17   2.185      152  1  0.7847      1.00      0.00  19  15 0 
 -176.332227  -58.232909 -176.481887  -58.448568 -178.155994  -57.895022 -178.319812  -58.114723 -177.326562  -58.176105  1418.86306052 0.500  49.54 -11.81  3.4590E+21 -1.6834E+18   0.000     -1.6018E+17  1.5928E+19  1.7424E+20  2.3271E+18   0.000      2.8665E+17  1.2500E+17   2.612      152  1  0.9391      1.00      0.00  19  16 0 
 -178.155994  -57.895022 -178.319812  -58.114723  179.896751  -57.491864  179.713834  -57.720487 -179.221442  -57.809319  1418.86306630 0.500  50.11 -20.47  5.5249E+21  7.3559E+18   0.000      3.5276E+17  1.8090E+19  1.6710E+20  1.8656E+18   0.000      2.3008E+17  1.0778E+17   3.679      152  1   1.188      1.00      0.00  19  17 0 
  179.896751  -57.491864  179.713834  -57.720487  177.758089  -56.995820  177.549149  -57.239087  178.722606  -57.366438  1418.86307209 0.500  50.75 -29.24  1.1766E+22  9.7973E+18   0.000      6.0224E+17  2.1766E+19  2.0278E+20  1.4999E+18   0.000      1.8565E+17  9.6478E+16   5.186      152  1   1.488      1.00      0.00  19  18 0 
 -166.144219  -59.834981 -166.251524  -60.104609 -168.700032  -59.594766 -168.816846  -59.840843 -167.482785  -59.850024  1418.86308945 0.500  47.05  31.50  8.6906E+21  4.2919E+18   0.000      7.7113E+17  2.6100E+19  3.0863E+20  2.6514E+18   0.000      3.2457E+17  1.8127E+17   2.008      152  1  0.7955      0.94      0.00  19  21 0 
 -168.700032  -59.594766 -168.816846  -59.840843 -170.909591  -59.344885 -171.034053  -59.575175 -169.869158  -59.593596  1418.86309524 0.500  47.66  22.70  1.5397E+22  8.1125E+18   0.000      7.4662E+17  2.6585E+19  2.6229E+20  1.6961E+18   0.000      2.0621E+17  1.1446E+17   3.696      152  1   1.346      1.00      0.00  19  22 0 
 -170.909591  -59.344885 -171.034053  -59.575175 -172.880113  -59.087412 -173.012173  -59.308028 -171.962579  -59.332621  1418.86310103 0.500  48.20  14.01  8.7053E+21  7.4521E+18   0.000      6.6821E+17  2.2334E+19  1.2613E+20  1.1297E+18   0.000      1.3664E+17  7.0354E+16   8.722      152  1   2.108      1.00      0.00  19  23 0 
 -172.880113  -59.087412 -173.012173  -59.308028 -174.723217  -58.814749 -174.864064  -59.030607 -173.873373  -59.063500  1418.86310681 0.500  48.72   5.40  1.5966E+22  8.1135E+18   0.000      9.1391E+17  2.5052E+19  2.4045E+20  1.5435E+18   0.000      1.9036E+17  1.0061E+17   5.399      152  1   1.537      1.00      0.00  19  24 0 
 -174.723217  -58.814749 -174.864064  -59.030607 -176.526592  -58.515598 -176.678456  -58.731088 -175.701751  -58.776195  1418.86311260 0.500  49.24  -3.21  3.2071E+21  8.5565E+18   0.000      1.0663E+18  1.6633E+19  1.7323E+20  2.3592E+18   0.000      2.9721E+17  1.2703E+17   2.609      152  1  0.9517      1.00      0.00  19  25 0 
 -176.526592  -58.515598 -176.678456  -58.731088 -178.363728  -58.175222 -178.529963  -58.394711 -177.528873  -58.457487  1418.86311839 0.500  49.77 -11.81  2.3780E+21  5.3911E+18   0.000      7.9094E+17  1.4983E+19  1.7127E+20  2.5516E+18   0.000      3.2271E+17  1.3195E+17   2.602      152  1  0.8646      1.00      0.00  19  26 0 
 -178.363728  -58.175222 -178.529963  -58.394711  179.675487  -57.769068  179.489878  -57.997424 -179.437350  -58.087937  1418.86312417 0.500  50.34 -20.47  5.9022E+21  8.4836E+18   0.000      4.4198E+17  1.8144E+19  1.9554E+20  2.1361E+18   0.000      2.6441E+17  1.2248E+17   2.966      152  1   1.038      1.00      0.00  19  27 0 
  179.675487  -57.769068  179.489878  -57.997424  177.523569  -57.269498  177.311591  -57.512417  178.493114  -57.641764  1418.86312996 0.500  50.98 -29.24  1.0250E+22  7.5627E+18   0.000      5.3880E+17  2.1447E+19  1.8207E+20  1.4422E+18   0.000      1.7841E+17  9.2658E+16   6.562      152  1   1.546      1.00      0.00  19  28 0 
 -166.256755  -60.125707 -166.365388  -60.395318 -168.834772  -59.884329 -168.953173  -60.130358 -167.607269  -60.140224  1418.86314732 0.500  47.29  31.50  8.2445E+21  3.0010E+18   0.000      4.8300E+17  2.6154E+19  2.0530E+20  1.8045E+18   0.000      2.1786E+17  1.2299E+17   3.863      152  1   1.201      1.00      0.00  19  31 0 
 -168.834772  -59.884329 -168.953173  -60.130358 -171.062981  -59.632964 -171.189214  -59.863176 -170.014168  -59.882438  1418.86315311 0.500  47.89  22.70  1.0538E+22  4.8796E+18   0.000      1.7884E+17  2.3975E+19  2.1947E+20  1.7494E+18   0.000      2.0896E+17  1.1280E+17   3.892      152  1   1.285      1.00      0.00  19  32 0 
 -171.062981  -59.632964 -171.189214  -59.863176 -173.049339  -59.373839 -173.183327  -59.594349 -172.124907  -59.619868  1418.86315890 0.500  48.44  14.01  7.5565E+21  5.4095E+18   0.000      5.6673E+17  2.1513E+19  1.1542E+20  1.1041E+18   0.000      1.3326E+17  6.7829E+16   9.012      152  1   2.154      1.00      0.00  19  33 0 
 -173.049339  -59.373839 -173.183327  -59.594349 -174.907006  -59.099277 -175.049939  -59.314997 -174.050977  -59.348951  1418.86316468 0.500  48.96   5.40  1.2895E+22  9.8210E+18   0.000      9.8187E+17  2.3963E+19  1.9919E+20  1.4423E+18   0.000      1.7746E+17  9.2081E+16   5.725      152  1   1.655      1.00      0.00  19  34 0 
 -174.907006  -59.099277 -175.049939  -59.314997 -176.724329  -58.797925 -176.878459  -59.013241 -175.893700  -59.059577  1418.86317047 0.500  49.47  -3.21  4.6137E+21  8.8069E+18   0.000      4.8560E+17  1.7790E+19  1.9832E+20  2.3992E+18   0.000      2.9517E+17  1.3257E+17   2.829      152  1  0.9427      1.00      0.00  19  35 0 
 -176.724329  -58.797925 -176.878459  -59.013241 -178.574507  -58.455113 -178.743222  -58.674383 -177.734426  -58.738529  1418.86317626 0.500  50.00 -11.81  6.0041E+21  8.1203E+18   0.000      2.5323E+17  1.8220E+19  2.0391E+20  2.2294E+18   0.000      2.7370E+17  1.2481E+17   2.532      152  1   1.016      1.00      0.00  19  36 0 
 -178.574507  -58.455113 -178.743222  -58.674383  179.451886  -58.046118  179.263529  -58.274193 -179.655979  -58.366315  1418.86318205 0.500  50.57 -20.47  8.0678E+21  7.6317E+18   0.000      6.7112E+17  1.9341E+19  2.1344E+20  1.9776E+18   0.000      2.4644E+17  1.1762E+17   3.362      152  1   1.130      1.00      0.00  19  37 0 
  179.451886  -58.046118  179.263529  -58.274193  177.285671  -57.542752  177.070583  -57.785314  178.260721  -57.916798  1418.86318783 0.500  51.21 -29.24  2.1114E+22  1.1851E+19   0.000      7.1672E+17  2.5534E+19  2.8568E+20  1.5099E+18   0.000      1.8636E+17  1.0483E+17   5.008      152  1   1.520      1.00      0.00  19  38 0 
 -166.369832  -60.416446 -166.479830  -60.686046 -168.970990  -60.173828 -169.091022  -60.419809 -167.732789  -60.430405  1418.86320519 0.500  47.53  31.50  7.1004E+21  7.1712E+18   0.000      7.3627E+17  2.5438E+19  1.7294E+20  1.6479E+18   0.000      1.9934E+17  1.0932E+17   4.092      152  1   1.341      1.00      0.00  19  41 0 
 -168.970990  -60.173828 -169.091022  -60.419809 -171.218245  -59.920942 -171.346300  -60.151075 -170.160882  -60.171199  1418.86321098 0.500  48.13  22.70  8.9648E+21  9.1867E+18   0.000      3.9788E+17  2.3136E+19  2.0971E+20  1.8215E+18   0.000      2.1750E+17  1.1548E+17   3.523      152  1   1.236      1.00      0.00  19  42 0 
 -171.218245  -59.920942 -171.346300  -60.151075 -173.221304  -59.660041 -173.357275  -59.880439 -172.289572  -59.906952  1418.86321677 0.500  48.68  14.01  6.7455E+21  3.6642E+18   0.000      4.1607E+17  2.1440E+19  1.1270E+20  1.1319E+18   0.000      1.3617E+17  6.9474E+16   8.342      152  1   2.095      1.00      0.00  19  43 0 
 -173.221304  -59.660041 -173.357275  -59.880439 -175.093240  -59.383627 -175.238315  -59.599205 -174.231201  -59.634197  1418.86322255 0.500  49.20   5.40  1.1549E+22  7.7809E+18   0.000      5.6452E+17  2.3390E+19  1.6750E+20  1.2843E+18   0.000      1.5539E+17  8.1503E+16   6.494      152  1   1.872      1.00      0.00  19  44 0 
 -175.093240  -59.383627 -175.238315  -59.599205 -176.924734  -59.080034 -177.081188  -59.295169 -176.088238  -59.342760  1418.86322834 0.500  49.71  -3.21  6.1028E+21  5.2136E+18   0.000      1.9333E+17  1.8987E+19  2.5609E+20  2.7715E+18   0.000      3.4038E+17  1.5562E+17   2.154      152  1  0.8169      1.00      0.00  19  45 0 
 -176.924734  -59.080034 -177.081188  -59.295169 -178.788411  -58.734687 -178.959670  -58.953731 -177.942910  -59.019301  1418.86323413 0.500  50.24 -11.82  4.6970E+21  7.5147E+18   0.000      7.3699E+17  1.7327E+19  2.1712E+20  2.6198E+18   0.000      3.2853E+17  1.4336E+17   2.028      152  1  0.8563      1.00      0.00  19  46 0 
 -178.788411  -58.734687 -178.959670  -58.953731  179.224096  -58.322588  179.032912  -58.550378 -179.878309  -58.644245  1418.86323992 0.500  50.80 -20.47  7.4060E+21  6.0781E+18   0.000      4.3329E+17  1.9086E+19  1.8587E+20  1.7876E+18   0.000      2.2062E+17  1.0614E+17   3.766      152  1   1.257      1.00      0.00  19  47 0 
  179.224096  -58.322588  179.032912  -58.550378  177.043972  -57.815483  176.825694  -58.057680  178.024293  -58.191275  1418.86324570 0.500  51.43 -29.24  1.9270E+22  1.1912E+19   0.000      1.1934E+18  2.4904E+19  2.6545E+20  1.4698E+18   0.000      1.8463E+17  1.0088E+17   5.189      152  1   1.566      1.00      0.00  19  48 0 
